UH#,GLOSS#,Version,Location,Country,Latitude,Longitude,Start,End,Data,CSV,NetCDF,OldNetCDF,Meta
330,,a,Rosslyn Bay,Australia,-23.162,150.79,3/18/1993,12/31/2021,daily hourly,daily hourly,daily hourly,daily hourly,meta
331,58,a,Brisbane,Australia,-27.367,153.167,1/1/1984,12/31/2021,daily hourly,daily hourly,daily hourly,daily hourly,meta
332,59,a,Bundaberg,Australia,-24.767,152.38,1/1/1984,12/31/2021,daily hourly,daily hourly,daily hourly,daily hourly,meta
333,57,a,Fort Denison,Australia,-33.85,151.233,1/1/1965,12/31/2021,daily hourly,daily hourly,daily hourly,daily hourly,meta
334,60,a,Townsville,Australia,-19.25,146.833,1/1/1984,12/31/2021,daily hourly,daily hourly,daily hourly,daily hourly,meta
335,56,a,Spring Bay,Australia,-42.55,147.933,4/13/1985,12/31/2021,daily hourly,daily hourly,daily hourly,daily hourly,meta
336,61,a,Booby Island,Australia,-10.6,141.917,1/1/1988,12/31/2021,daily hourly,daily hourly,daily hourly,daily hourly,meta
337,44,a,Victoria Dock,Singapore,1.263,103.822,1/1/1972,12/30/1981,daily hourly,daily hourly,daily hourly,daily hourly,meta
338,,a,Macau,Portugal,22.167,113.55,1/1/1978,5/30/1985,daily hourly,daily hourly,daily hourly,daily hourly,meta
339,,a,Hobart,Australia,-42.887,147.33,3/30/1985,12/31/2021,daily hourly,daily hourly,daily hourly,daily hourly,meta
340,,a,Kaohsiung,Taiwan (Province of China),22.615,120.288,1/2/1980,12/30/2016,daily hourly,daily hourly,daily hourly,daily hourly,meta
341,,a,Keelung,Taiwan (Province of China),25.157,121.745,1/1/1980,12/30/2016,daily hourly,daily hourly,daily hourly,daily hourly,meta
342,,a,Port Kembla,Australia,-34.473,150.912,7/6/1991,12/31/2021,daily hourly,daily hourly,daily hourly,daily hourly,meta
343,60,a,Cape Ferguson,Australia,-19.277,147.058,9/13/1991,12/31/2021,daily hourly,daily hourly,daily hourly,daily hourly,meta
344,,a,Burnie,Australia,-41.05,145.915,9/4/1992,12/31/2021,daily hourly,daily hourly,daily hourly,daily hourly,meta
345,,a,Nakano Shima,Japan,29.842,129.842,1/30/1984,12/30/2018,daily hourly,daily hourly,daily hourly,daily hourly,meta
347,327,a,Abashiri,Japan,44.017,144.283,12/7/1955,12/31/2023,daily hourly,daily hourly,daily hourly,daily hourly,meta
348,326,a,Hamada,Japan,34.9,132.067,4/1/1984,12/31/2023,daily hourly,daily hourly,daily hourly,daily hourly,meta
349,325,a,Toyama,Japan,36.767,137.217,5/1/1967,12/31/2023,daily hourly,daily hourly,daily hourly,daily hourly,meta
350,89,a,Kushiro,Japan,42.967,144.383,11/10/1946,12/31/2023,daily hourly,daily hourly,daily hourly,daily hourly,meta
351,87,a,Ofunato,Japan,39.017,141.75,8/1/1963,12/31/2023,daily hourly,daily hourly,daily hourly,daily hourly,meta
352,86,a,Mera,Japan,34.917,139.833,2/14/1930,12/31/2023,daily hourly,daily hourly,daily hourly,daily hourly,meta
353,85,a,Kushimoto,Japan,33.467,135.783,12/16/1924,12/31/2023,daily hourly,daily hourly,daily hourly,daily hourly,meta
354,82,a,Aburatsu,Japan,31.567,131.417,2/14/1930,12/31/2023,daily hourly,daily hourly,daily hourly,daily hourly,meta
355,81,a,Naha,Japan,26.217,127.667,1/1/1967,12/31/2023,daily hourly,daily hourly,daily hourly,daily hourly,meta
356,,a,Maisaka,Japan,34.683,137.617,1/27/1958,12/31/2023,daily hourly,daily hourly,daily hourly,daily hourly,meta
357,,a,Miyakejima,Japan,34.067,139.482,2/1/1964,12/30/2018,daily hourly,daily hourly,daily hourly,daily hourly,meta
358,,a,Hosojima,Japan,32.417,131.683,1/1/1933,12/30/1975,daily hourly,daily hourly,daily hourly,daily hourly,meta
359,,a,Naze,Japan,28.382,129.495,4/9/1957,12/30/2018,daily hourly,daily hourly,daily hourly,daily hourly,meta
360,324,a,Wakkanai,Japan,45.417,141.683,1/1/1955,12/31/2023,daily hourly,daily hourly,daily hourly,daily hourly,meta
362,83,a,Nagasaki,Japan,32.733,129.867,1/1/1961,12/31/2023,daily hourly,daily hourly,daily hourly,daily hourly,meta
363,,a,Nishinoomote,Japan,30.735,130.992,4/22/1965,12/30/2018,daily hourly,daily hourly,daily hourly,daily hourly,meta
364,88,a,Hakodate,Japan,41.783,140.733,4/11/1955,12/31/2023,daily hourly,daily hourly,daily hourly,daily hourly,meta
365,,a,Ishigaki,Japan,24.333,124.15,1/1/1969,12/31/2023,daily hourly,daily hourly,daily hourly,daily hourly,meta
370,73,a,Manila,Philippines (the),14.585,120.968,1/1/1984,12/31/2014,daily hourly,daily hourly,daily hourly,daily hourly,meta
371,72,a,Legaspi,Philippines (the),13.15,123.75,1/1/1984,9/4/2017,daily hourly,daily hourly,daily hourly,daily hourly,meta
372,71,a,Davao,Philippines (the),7.122,125.663,1/1/1984,7/30/1997,daily hourly,daily hourly,daily hourly,daily hourly,meta
372,71,b,Davao,Philippines (the),7.122,125.663,1/1/1998,12/31/2018,daily hourly,daily hourly,daily hourly,daily hourly,meta
373,70,a,Jolo,Philippines (the),6.067,121,1/1/1984,12/30/1995,daily hourly,daily hourly,daily hourly,daily hourly,meta
375,,a,Hachinohe,Japan,40.533,141.533,1/1/1980,3/10/2011,daily hourly,daily hourly,daily hourly,daily hourly,meta
376,247,a,Xiamen,China,24.45,118.067,1/1/1954,12/30/1997,daily hourly,daily hourly,daily hourly,daily hourly,meta
379,,a,Cebu,Philippines (the),10.3,123.917,1/1/1998,5/26/2014,daily hourly,daily hourly,daily hourly,daily hourly,meta
380,,a,Puerto Princesa,Philippines (the),9.75,118.733,1/1/1998,5/12/2014,daily hourly,daily hourly,daily hourly,daily hourly,meta
381,75,a,Qui Nhon,Viet Nam,13.775,109.255,1/1/1994,12/30/2005,daily hourly,daily hourly,daily hourly,daily hourly,meta
381,75,b,Qui Nhon,Viet Nam,13.775,109.255,10/20/2007,12/30/2018,daily hourly,daily hourly,daily hourly,daily hourly,meta
382,,a,Subic Bay,Philippines (the),14.765,120.252,2/28/2007,12/31/2018,daily hourly,daily hourly,daily hourly,daily hourly,meta
383,,a,Vung Tau,Viet Nam,10.34,107.072,1/1/1986,12/30/2002,daily hourly,daily hourly,daily hourly,daily hourly,meta
383,,b,Vung Tau,Viet Nam,10.34,107.072,10/16/2007,12/31/2018,daily hourly,daily hourly,daily hourly,daily hourly,meta
385,,a,Tawau,Malaysia,4.233,117.883,6/27/1987,2/23/2015,daily hourly,daily hourly,daily hourly,daily hourly,meta
386,,a,Kota Kinabalu,Malaysia,5.983,116.067,6/24/1987,12/31/2015,daily hourly,daily hourly,daily hourly,daily hourly,meta
387,,a,Bintulu,Malaysia,3.217,113.067,5/1/1992,12/7/2015,daily hourly,daily hourly,daily hourly,daily hourly,meta
388,,a,Miri,Malaysia,4.392,113.972,12/22/1992,12/31/2014,daily hourly,daily hourly,daily hourly,daily hourly,meta
389,,a,Sandakan,Malaysia,5.81,118.067,12/25/1993,12/31/2015,daily hourly,daily hourly,daily hourly,daily hourly,meta
391,165,a,Clipperton,France,10.28,-109.222,6/1/1985,11/17/1985,daily hourly,daily hourly,daily hourly,daily hourly,meta
391,165,b,Clipperton,France,10.28,-109.222,4/21/1986,10/21/1988,daily hourly,daily hourly,daily hourly,daily hourly,meta
391,165,c,Clipperton,France,10.28,-109.222,4/10/2007,5/27/2008,daily hourly,daily hourly,daily hourly,daily hourly,meta
391,165,d,Clipperton,France,10.28,-109.222,8/17/2011,10/15/2012,daily hourly,daily hourly,daily hourly,daily hourly,meta
393,,a,Vallarta,Mexico,20.615,-105.245,8/20/1973,2/28/1991,daily hourly,daily hourly,daily hourly,daily hourly,meta
394,,a,Salina Cruz,Mexico,16.16,-95.203,4/2/1952,2/28/1991,daily hourly,daily hourly,daily hourly,daily hourly,meta
395,163,a,Manzanillo,Mexico,19.05,-104.333,5/2/1953,12/31/1982,daily hourly,daily hourly,daily hourly,daily hourly,meta
395,163,b,Manzanillo,Mexico,19.05,-104.333,12/1/1992,8/28/2013,daily hourly,daily hourly,daily hourly,daily hourly,meta
396,,a,Puntarenas,Costa Rica,9.967,-84.833,1/3/1970,12/31/1980,daily hourly,daily hourly,daily hourly,daily hourly,meta
397,,a,Guaymas,Mexico,27.933,-110.9,1/1/1953,12/30/1986,daily hourly,daily hourly,daily hourly,daily hourly,meta
398,,a,Marsden Point,New Zealand,-35.833,174.5,10/20/1975,12/30/2019,daily hourly,daily hourly,daily hourly,daily hourly,meta
399,148,a,Lord Howe,Australia,-31.517,159.067,7/5/1958,10/8/1967,daily hourly,daily hourly,daily hourly,daily hourly,meta
399,148,b,Lord Howe,Australia,-31.517,159.067,4/24/1991,12/31/2021,daily hourly,daily hourly,daily hourly,daily hourly,meta
400,331,a,Lombrum,Papua New Guinea,-2.033,147.367,9/29/1994,12/31/2021,daily hourly,daily hourly,daily hourly,daily hourly,meta
401,,a,Apia,Samoa,-13.817,-171.75,1/2/1954,12/31/1971,daily hourly,daily hourly,daily hourly,daily hourly,meta
401,,b,Apia,Samoa,-13.817,-171.75,2/27/1993,12/31/2021,daily hourly,daily hourly,daily hourly,daily hourly,meta
402,,a,Lautoka,Fiji,-17.6,177.433,10/24/1992,12/21/2021,daily hourly,daily hourly,daily hourly,daily hourly,meta
403,,a,Jackson,New Zealand,-43.983,168.617,1/1/1999,12/31/2011,daily hourly,daily hourly,daily hourly,daily hourly,meta
403,,b,Jackson,New Zealand,-43.983,168.617,12/12/2013,12/31/2021,daily hourly,daily hourly,daily hourly,daily hourly,meta
410,,a,Lungsurannaga,Indonesia,2.1,117.75,1/1/1943,11/29/1944,daily hourly,daily hourly,daily hourly,daily hourly,meta
411,,a,Balikpapan,Indonesia,-1.267,116.8,12/1/1942,11/29/1943,daily hourly,daily hourly,daily hourly,daily hourly,meta
414,,a,Bajor,Indonesia,-0.683,117.417,1/6/1943,11/29/1944,daily hourly,daily hourly,daily hourly,daily hourly,meta
419,,a,Lembar,Indonesia,-8.732,116.072,9/23/2008,12/21/2018,daily hourly,daily hourly,daily hourly,daily hourly,meta
420,,a,Saumlaki,Indonesia,-7.982,131.29,10/2/2008,12/31/2018,daily hourly,daily hourly,daily hourly,daily hourly,meta
540,155,a,Prince Rupert,Canada,54.317,-130.323,1/2/1909,12/31/2018,daily hourly,daily hourly,daily hourly,daily hourly,meta
542,156,a,Tofino,Canada,49.153,-125.913,10/2/1909,12/31/2018,daily hourly,daily hourly,daily hourly,daily hourly,meta
543,,a,"Victoria, BC",Canada,48.422,-123.37,2/19/1909,12/31/2018,daily hourly,daily hourly,daily hourly,daily hourly,meta
547,,a,"Barbers Point, HI",United States of America (the),21.32,-158.12,6/6/2009,12/30/2018,daily hourly,daily hourly,daily hourly,daily hourly,meta
548,,a,"Kaumalapau, HI",United States of America (the),20.78,-156.9,7/15/2007,3/22/2015,daily hourly,daily hourly,daily hourly,daily hourly,meta
550,303,a,"Massacre Bay, AK",United States of America (the),52.833,173.2,1/2/1943,12/31/1966,daily hourly,daily hourly,daily hourly,daily hourly,meta
551,158,a,"San Francisco, CA",United States of America (the),37.807,-122.465,1897-08-02,12/31/2021,daily hourly,daily hourly,daily hourly,daily hourly,meta
552,,a,Kawaihae,United States of America (the),20.033,-155.833,3/1/1989,12/31/2022,daily hourly,daily hourly,daily hourly,daily hourly,meta
553,,a,Port Allen,United States of America (the),21.9,-159.6,3/1/1989,1/28/1997,daily hourly,daily hourly,daily hourly,daily hourly,meta
554,159,a,"La Jolla, CA",United States of America (the),32.867,-117.257,10/3/1924,12/31/2021,daily hourly,daily hourly,daily hourly,daily hourly,meta
555,,a,"Monterey, CA",United States of America (the),36.605,-121.888,11/9/1973,12/31/2021,daily hourly,daily hourly,daily hourly,daily hourly,meta
556,,a,"Crescent City, CA",United States of America (the),41.745,-124.183,4/12/1933,12/31/2021,daily hourly,daily hourly,daily hourly,daily hourly,meta
557,,a,"Port Orford, OR",United States of America (the),42.74,-124.497,8/2/1978,12/31/2022,daily hourly,daily hourly,daily hourly,daily hourly,meta
558,,a,"Neah Bay, WA",United States of America (the),48.368,-124.617,8/2/1934,12/31/2021,daily hourly,daily hourly,daily hourly,daily hourly,meta
559,154,a,"Sitka, AK",United States of America (the),57.052,-135.342,5/20/1938,12/31/2021,daily hourly,daily hourly,daily hourly,daily hourly,meta
560,150,a,"Seward, AK",United States of America (the),60.12,-149.427,5/21/1925,12/31/1932,daily hourly,daily hourly,daily hourly,daily hourly,meta
560,150,b,"Seward, AK",United States of America (the),60.12,-149.427,9/19/1944,12/31/1949,daily hourly,daily hourly,daily hourly,daily hourly,meta
560,150,c,"Seward, AK",United States of America (the),60.12,-149.427,1/2/1967,12/31/2021,daily hourly,daily hourly,daily hourly,daily hourly,meta
561,,a,"Seldovia, AK",United States of America (the),59.44,-151.72,7/13/1975,12/31/2021,daily hourly,daily hourly,daily hourly,daily hourly,meta
562,,a,"Valdez, AK",United States of America (the),61.125,-146.362,4/17/1973,12/31/2021,daily hourly,daily hourly,daily hourly,daily hourly,meta
564,,a,"Willapa Bay, WA",United States of America (the),46.708,-123.965,11/7/1972,12/31/2021,daily hourly,daily hourly,daily hourly,daily hourly,meta
565,,a,"Port San Luis, CA",United States of America (the),35.177,-120.76,1/2/1948,12/31/2021,daily hourly,daily hourly,daily hourly,daily hourly,meta
567,,a,"Los Angeles, CA",United States of America (the),33.72,-118.272,11/29/1923,12/31/2021,daily hourly,daily hourly,daily hourly,daily hourly,meta
569,,a,San Diego,United States of America (the),32.713,-117.173,1/22/1906,12/31/2021,daily hourly,daily hourly,daily hourly,daily hourly,meta
570,,a,"Yakutat, AK",United States of America (the),59.548,-139.735,1/2/1961,12/31/2021,daily hourly,daily hourly,daily hourly,daily hourly,meta
571,,a,"Ketchikan, AK",United States of America (the),55.333,-131.625,10/12/1918,12/31/2021,daily hourly,daily hourly,daily hourly,daily hourly,meta
572,,a,"Astoria, OR",United States of America (the),46.208,-123.767,1/26/1925,12/31/2021,daily hourly,daily hourly,daily hourly,daily hourly,meta
573,,a,"Arena Cove, CA",United States of America (the),38.913,-123.708,8/2/1979,12/31/2022,daily hourly,daily hourly,daily hourly,daily hourly,meta
574,100,a,"Sand Point, AK",United States of America (the),55.337,-160.502,9/11/1972,12/31/2022,daily hourly,daily hourly,daily hourly,daily hourly,meta
575,,a,"Charleston, OR",United States of America (the),43.345,-124.322,3/7/1970,12/31/2021,daily hourly,daily hourly,daily hourly,daily hourly,meta
576,,a,"Humboldt Bay, CA",United States of America (the),40.767,-124.217,8/17/1977,12/31/2021,daily hourly,daily hourly,daily hourly,daily hourly,meta
577,,a,"Santa Barbara, CA",United States of America (the),34.408,-119.685,8/2/1979,12/31/2021,daily hourly,daily hourly,daily hourly,daily hourly,meta
578,,a,"Santa Monica, CA",United States of America (the),34.008,-118.5,11/23/1973,12/31/2021,daily hourly,daily hourly,daily hourly,daily hourly,meta
579,151,a,"Prudhoe Bay, AK",United States of America (the),70.4,-148.527,5/1/1989,12/31/2022,daily hourly,daily hourly,daily hourly,daily hourly,meta
583,,a,"Cordova, Alaska",United States of America (the),60.558,-145.753,5/15/1949,2/28/1953,daily hourly,daily hourly,daily hourly,daily hourly,meta
583,,b,"Cordova, Alaska",United States of America (the),60.558,-145.753,5/2/1964,12/31/2022,daily hourly,daily hourly,daily hourly,daily hourly,meta
584,,a,"Port Angeles, WA",United States of America (the),48.125,-123.44,9/6/1975,12/31/2022,daily hourly,daily hourly,daily hourly,daily hourly,meta
590,140,a,Matavai,France,-17.517,-149.517,1/1/1958,11/26/1967,daily hourly,daily hourly,daily hourly,daily hourly,meta
592,157,a,"South Beach, OR",United States of America (the),44.625,-124.043,2/2/1967,12/31/2021,daily hourly,daily hourly,daily hourly,daily hourly,meta
594,,a,"Harvest Oil P., CA",United States of America (the),34.468,-120.673,5/15/1992,11/30/2020,daily hourly,daily hourly,daily hourly,daily hourly,meta
595,74,a,"Nome, AK",United States of America (the),64.5,-165.43,10/1/1992,12/31/2021,daily hourly,daily hourly,daily hourly,daily hourly,meta
598,,a,Alofi,Niue,-19.05,-169.917,8/6/2015,1/17/2020,daily hourly,daily hourly,daily hourly,daily hourly,meta
599,180,a,Diego Ramirez,Chile,-56.508,-68.715,2/26/1991,9/29/1997,daily hourly,daily hourly,daily hourly,daily hourly,meta
600,181,a,Ushuaia,Argentina,-54.805,-68.295,1/1/1996,12/31/2018,daily hourly,daily hourly,daily hourly,daily hourly,meta
601,185,a,Esperanza,Argentina,-63.395,-56.995,1/18/1996,8/30/1998,daily hourly,daily hourly,daily hourly,daily hourly,meta
626,309,a,Providenya,Russian Federation (the),64.4,-173.2,1/1/1977,12/30/1985,daily hourly,daily hourly,daily hourly,daily hourly,meta
626,309,b,Providenya,Russian Federation (the),64.4,-173.2,1/1/1986,12/30/1989,daily hourly,daily hourly,daily hourly,daily hourly,meta
630,79,a,Dalian,China,38.925,121.658,1/2/1975,12/30/1990,daily hourly,daily hourly,daily hourly,daily hourly,meta
631,79,a,Laohutan,China,38.867,121.683,1/1/1991,12/30/1997,daily hourly,daily hourly,daily hourly,daily hourly,meta
632,94,a,Kanmen,China,28.088,121.282,1/1/1975,12/30/1997,daily hourly,daily hourly,daily hourly,daily hourly,meta
633,283,a,Lusi,China,32.133,121.617,1/1/1975,10/30/1996,daily hourly,daily hourly,daily hourly,daily hourly,meta
635,78,a,Zhapo,China,21.583,111.833,1/1/1975,12/30/1997,daily hourly,daily hourly,daily hourly,daily hourly,meta
636,,a,Beihai,China,21.483,109.083,1/1/1975,12/30/1997,daily hourly,daily hourly,daily hourly,daily hourly,meta
637,,a,Dongfang,China,19.1,108.617,1/1/1975,12/30/1997,daily hourly,daily hourly,daily hourly,daily hourly,meta
638,,a,Haikou,China,20.017,110.283,1/1/1976,12/30/1997,daily hourly,daily hourly,daily hourly,daily hourly,meta
639,,a,Lianyungang,China,34.75,119.417,1/1/1975,12/30/1997,daily hourly,daily hourly,daily hourly,daily hourly,meta
641,,a,Shanwei,China,22.75,115.35,1/1/1975,12/31/1997,daily hourly,daily hourly,daily hourly,daily hourly,meta
642,,a,Shijiusuo,China,35.383,119.55,1/1/1975,12/30/1997,daily hourly,daily hourly,daily hourly,daily hourly,meta
650,,a,Hon Dau,Viet Nam,20.667,106.817,1/1/1960,12/31/1960,daily hourly,daily hourly,daily hourly,daily hourly,meta
650,,b,Hon Dau,Viet Nam,20.667,106.817,2/1/1995,12/31/1995,daily hourly,daily hourly,daily hourly,daily hourly,meta
651,,a,Vung Ang,Viet Nam,18.083,106.283,9/3/1996,8/31/1997,daily hourly,daily hourly,daily hourly,daily hourly,meta
654,,a,Currimao,Philippines (the),17.988,120.488,10/10/2009,12/31/2018,daily hourly,daily hourly,daily hourly,daily hourly,meta
655,,a,Lubang,Philippines (the),13.82,120.21,6/12/2010,12/31/2018,daily hourly,daily hourly,daily hourly,daily hourly,meta
663,134,a,Scott Base,New Zealand,-77.85,166.75,1/16/2001,6/12/2017,daily hourly,daily hourly,daily hourly,daily hourly,meta
665,,a,Timaru,New Zealand,-44.383,171.25,3/2/1987,12/30/2019,daily hourly,daily hourly,daily hourly,daily hourly,meta
667,,a,Lyttelton,New Zealand,-43.6,172.717,1/1/1995,12/30/2019,daily hourly,daily hourly,daily hourly,daily hourly,meta
668,,a,Napier,New Zealand,-39.483,176.917,1/1/1989,12/30/2019,daily hourly,daily hourly,daily hourly,daily hourly,meta
669,,a,Port Chalmers,New Zealand,-45.817,170.65,6/12/1985,12/29/2019,daily hourly,daily hourly,daily hourly,daily hourly,meta
670,,a,Champerico,Guatemala,14.3,-91.917,1/1/1974,6/13/1975,daily hourly,daily hourly,daily hourly,daily hourly,meta
671,,a,La Paz,Mexico,24.162,-110.345,1/3/1952,11/30/1983,daily hourly,daily hourly,daily hourly,daily hourly,meta
672,164,a,Puerto Angel,Mexico,15.657,-96.493,1/3/1962,11/1/1984,daily hourly,daily hourly,daily hourly,daily hourly,meta
673,,a,Mazatlan,Mexico,23.198,-106.422,1/3/1953,6/27/1975,daily hourly,daily hourly,daily hourly,daily hourly,meta
674,,a,San Carlos,Mexico,24.79,-112.12,10/2/1968,4/30/1983,daily hourly,daily hourly,daily hourly,daily hourly,meta
675,,a,San Jose,Guatemala,13.917,-90.833,1/2/1955,9/24/1975,daily hourly,daily hourly,daily hourly,daily hourly,meta
676,,a,Topolobampo,Mexico,25.6,-109.048,2/25/1956,12/31/1974,daily hourly,daily hourly,daily hourly,daily hourly,meta
677,,a,Yavaros,Mexico,26.703,-109.513,1/2/1970,12/30/1973,daily hourly,daily hourly,daily hourly,daily hourly,meta
678,,a,Paita,Peru,-5.083,-81.167,1/2/1981,8/6/1984,daily hourly,daily hourly,daily hourly,daily hourly,meta
678,,b,Paita,Peru,-5.083,-81.167,1/2/1988,12/31/2016,daily hourly,daily hourly,daily hourly,daily hourly,meta
679,,a,Corinto,Nicaragua,12.478,-87.168,1/2/1967,12/31/1967,daily hourly,daily hourly,daily hourly,daily hourly,meta
679,,b,Corinto,Nicaragua,12.478,-87.168,4/1/2001,9/30/2001,daily hourly,daily hourly,daily hourly,daily hourly,meta
680,130,a,Macquarie Is.,Australia,-54.483,158.967,8/1/1912,6/6/1913,daily hourly,daily hourly,daily hourly,daily hourly,meta
680,130,b,Macquarie Is.,Australia,-54.483,158.967,1/1/1968,1/27/1972,daily hourly,daily hourly,daily hourly,daily hourly,meta
680,130,c,Macquarie Is.,Australia,-54.483,158.967,12/29/1993,1/30/2007,daily hourly,daily hourly,daily hourly,daily hourly,meta
681,,a,San Martin,Argentina,-68.133,-67.1,1/22/1995,2/17/1995,daily hourly,daily hourly,daily hourly,daily hourly,meta
681,,b,San Martin,Argentina,-68.133,-67.1,1/23/1998,2/8/1998,daily hourly,daily hourly,daily hourly,daily hourly,meta
681,,c,San Martin,Argentina,-68.133,-67.1,2/10/1998,2/9/1999,daily hourly,daily hourly,daily hourly,daily hourly,meta
682,,a,Dallmann,Argentina,-62.233,-58.683,1/30/1996,1/22/1997,daily hourly,daily hourly,daily hourly,daily hourly,meta
682,,b,Dallmann,Argentina,-62.233,-58.683,3/7/1997,12/16/1997,daily hourly,daily hourly,daily hourly,daily hourly,meta
682,,c,Dallmann,Argentina,-62.233,-58.683,1/25/1998,4/15/1999,daily hourly,daily hourly,daily hourly,daily hourly,meta
683,,a,Pisco,Peru,-13.417,-76.133,1/16/1985,3/31/1990,daily hourly,daily hourly,daily hourly,daily hourly,meta
683,,b,Pisco,Peru,-13.417,-76.133,1/6/1991,12/31/2014,daily hourly,daily hourly,daily hourly,daily hourly,meta
684,178,a,Puerto Montt,Chile,-41.483,-72.967,4/3/1980,12/31/2018,daily hourly,daily hourly,daily hourly,daily hourly,meta
687,,a,"Zihuatenajo, Gro.",Mexico,17.637,-101.558,3/4/2011,7/9/2013,daily hourly,daily hourly,daily hourly,daily hourly,meta
698,,a,Tinian,Northern Mariana Islands (the),14.96,145.618,1/1/1991,7/31/1997,daily hourly,daily hourly,daily hourly,daily hourly,meta
699,44,a,Tanjong Pagar,Singapore,1.262,103.853,1/1/1988,12/30/2018,daily hourly,daily hourly,daily hourly,daily hourly,meta
700,188,a,Faraday,Antarctica,-65.25,-64.267,10/15/1959,12/31/2018,daily hourly,daily hourly,daily hourly,daily hourly,meta
705,153,a,L. Cornwallis I.,Canada,75.383,-96.95,11/7/1986,9/27/1994,daily hourly,daily hourly,daily hourly,daily hourly,meta
707,,a,"Canavieiras, USCGS",Brazil,-15.667,-38.967,2/2/1956,12/31/1961,daily hourly,daily hourly,daily hourly,daily hourly,meta
708,334,a,"Salvador, USCGS",Brazil,-12.967,-38.517,1/2/1955,12/31/1964,daily hourly,daily hourly,daily hourly,daily hourly,meta
708,334,b,"Salvador, USCGS",Brazil,-12.967,-38.517,10/3/2004,12/31/2018,daily hourly,daily hourly,daily hourly,daily hourly,meta
709,195,a,"Rio de Janeiro, CG",Brazil,-22.933,-43.133,1/2/1955,12/30/1968,daily hourly,daily hourly,daily hourly,daily hourly,meta
710,,a,Suape,Brazil,-8.35,-34.95,1/2/1982,1/31/1984,daily hourly,daily hourly,daily hourly,daily hourly,meta
711,,a,Luis Correia,Brazil,-2.867,-41.672,2/4/1984,2/14/1985,daily hourly,daily hourly,daily hourly,daily hourly,meta
712,,a,"Recife, USCGS",Brazil,-8.05,-34.867,1/1/1955,4/29/1968,daily hourly,daily hourly,daily hourly,daily hourly,meta
714,193,a,Rio Grande,Brazil,-32.138,-52.103,6/28/1981,12/31/2003,daily hourly,daily hourly,daily hourly,daily hourly,meta
715,200,a,Madeira,Brazil,-2.565,-44.378,1/2/1988,12/31/2003,daily hourly,daily hourly,daily hourly,daily hourly,meta
716,201,a,Santana,Brazil,-0.057,-51.18,5/6/1970,6/30/1972,daily hourly,daily hourly,daily hourly,daily hourly,meta
716,201,b,Santana,Brazil,-0.057,-51.18,1/2/1975,12/31/1976,daily hourly,daily hourly,daily hourly,daily hourly,meta
716,201,c,Santana,Brazil,-0.057,-51.18,1/2/1984,6/30/1985,daily hourly,daily hourly,daily hourly,daily hourly,meta
716,201,d,Santana,Brazil,-0.057,-51.18,2/15/1996,2/6/1997,daily hourly,daily hourly,daily hourly,daily hourly,meta
716,201,e,Santana,Brazil,-0.057,-51.18,1/2/2006,12/31/2007,daily hourly,daily hourly,daily hourly,daily hourly,meta
717,201,a,Santana SSN,Brazil,-0.062,-51.16,5/25/1994,2/28/1995,daily hourly,daily hourly,daily hourly,daily hourly,meta
717,201,b,Santana SSN,Brazil,-0.062,-51.16,1/2/1999,1/31/2000,daily hourly,daily hourly,daily hourly,daily hourly,meta
718,351,a,Imbituba,Brazil,-28.133,-48.4,8/23/2001,12/31/2010,daily hourly,daily hourly,daily hourly,daily hourly,meta
719,352,a,Macae,Brazil,-22.385,-41.77,7/14/2001,12/31/2008,daily hourly,daily hourly,daily hourly,daily hourly,meta
720,296,a,South Caicos,United Kingdom of Great Britain and Northern Ireland (the),21.483,-71.533,1/1/1992,12/7/1992,daily hourly,daily hourly,daily hourly,daily hourly,meta
721,213,a,"Progreso, Yuc.",Mexico,21.283,-89.667,1/2/1980,12/31/1984,daily hourly,daily hourly,daily hourly,daily hourly,meta
721,213,b,"Progreso, Yuc.",Mexico,21.283,-89.667,6/3/1999,12/18/2004,daily hourly,daily hourly,daily hourly,daily hourly,meta
721,213,c,"Progreso, Yuc.",Mexico,21.283,-89.667,5/17/2012,6/4/2013,daily hourly,daily hourly,daily hourly,daily hourly,meta
722,266,a,Tristan da Cunha,United Kingdom of Great Britain and Northern Ireland (the),-37.05,-12.3,2/2/2011,6/18/2013,daily hourly,daily hourly,daily hourly,daily hourly,meta
723,,a,"Lagos, Algarve",Portugal,37.098,-8.668,1/1/1986,4/3/2000,daily hourly,daily hourly,daily hourly,daily hourly,meta
724,,a,Puerto Cabezas,Nicaragua,14.042,-83.382,11/1/2001,1/31/2002,daily hourly,daily hourly,daily hourly,daily hourly,meta
727,,a,Nassau,Bahamas (the),25.083,-77.35,7/2/1904,6/29/1905,daily hourly,daily hourly,daily hourly,daily hourly,meta
728,,a,Point Fortin,Trinidad and Tobago,10.1,-61.417,1/2/1987,12/31/1996,daily hourly,daily hourly,daily hourly,daily hourly,meta
729,192,a,Mar del Plata,Argentina,-38.05,-57.55,11/15/2004,1/29/2009,daily hourly,daily hourly,daily hourly,daily hourly,meta
729,192,b,Mar del Plata,Argentina,-38.05,-57.55,3/24/2010,12/31/2018,daily hourly,daily hourly,daily hourly,daily hourly,meta
730,189,a,Base Prat,Chile,-62.483,-59.633,3/8/1984,12/31/2002,daily hourly,daily hourly,daily hourly,daily hourly,meta
